sim,eps,N_samp,α,i0,f,v,ψ,w_u,γ,p_u,r_s,r_i,α_m,mu,m,tempo
80,0.001,100000,2.1,0.01,0.0,0.0,0.8,0.8,0.1,0.8,0,0,1,0.01,2,66931535 milliseconds
