sim,eps,N_samp,α,i0,f,v,ψ,w_u,w_d,γ,p_u,p_d,r_s,r_i,α_m,mu,m,tempo
25,0.001,100000,2.1,0.01,0.0,0.0,0.8,0.2,0.0,0.1,0.9,0.0,0.0,0.0,0.9,0.01,2,23865974 milliseconds
