0.0,0.23209866127013623,0.46782386412261834,0.6999225253927546,0.8014656896984391,0.8993823124217778,1.0009254767274625,1.098842099450801,1.2003852637564858,1.2983018864798244,2.0743817851018425,2.8504616837238603,3.626541582345878
0.0,0.064,0.129,0.193,0.221,0.248,0.276,0.303,0.331,0.358,0.572,0.786,1.0
1000.0,1116.0,1361.0,1848.0,2600.0,3255.0,3511.0,4031.0,6394.0,5985.0,15633.0,24423.0,29938.0
1000.0,1133.0,1364.0,2007.0,2698.0,2790.0,3001.0,4684.0,4934.0,6061.0,14719.0,23729.0,30444.0
1000.0,1153.0,1320.0,1740.0,2004.0,2798.0,4177.0,4647.0,5180.0,7139.0,14702.0,23075.0,31071.0
1000.0,1096.0,1499.0,2253.0,2020.0,2843.0,3929.0,4439.0,5262.0,5506.0,14179.0,23406.0,30604.0
1000.0,1157.0,1453.0,1874.0,2173.0,3233.0,2924.0,4146.0,5358.0,6292.0,15158.0,24035.0,30847.0
1000.0,1124.0,1465.0,1918.0,2123.0,2728.0,3568.0,3986.0,4724.0,6884.0,14941.0,22476.0,30981.0
1000.0,1106.0,1400.0,1983.0,2789.0,3233.0,4604.0,4319.0,4729.0,7084.0,15052.0,22532.0,32073.0
1000.0,1116.0,1607.0,1900.0,2342.0,3199.0,3989.0,4521.0,4687.0,5874.0,14210.0,22168.0,30559.0
1000.0,1090.0,1434.0,2282.0,2817.0,3322.0,3640.0,4249.0,6044.0,6901.0,14482.0,24548.0,31151.0
1000.0,1153.0,1294.0,1889.0,2074.0,2713.0,3323.0,4451.0,5433.0,6292.0,14719.0,23200.0,30321.0
1000.0,1101.0,1363.0,1981.0,2069.0,2938.0,3041.0,3901.0,3937.0,4460.0,14468.0,22974.0,30070.0
1000.0,1118.0,1321.0,2031.0,2503.0,2751.0,3552.0,3125.0,5180.0,7223.0,14642.0,24137.0,30676.0
1000.0,1184.0,1282.0,2337.0,2159.0,2792.0,3336.0,4593.0,5827.0,6138.0,15748.0,25559.0,29582.0
1000.0,1117.0,1376.0,2239.0,2516.0,3444.0,4560.0,4731.0,5275.0,6824.0,15629.0,24047.0,30720.0
1000.0,1119.0,1445.0,2146.0,2311.0,3651.0,3251.0,4630.0,4799.0,5944.0,14965.0,23252.0,31154.0
1000.0,1118.0,1368.0,2062.0,2379.0,2500.0,2856.0,4234.0,5019.0,5870.0,14690.0,23179.0,30079.0
1000.0,1136.0,1399.0,1668.0,2065.0,2197.0,3213.0,4003.0,4148.0,4833.0,13755.0,22509.0,29729.0
1000.0,1117.0,1407.0,2023.0,2424.0,2605.0,2951.0,3611.0,5449.0,5909.0,14459.0,22239.0,30398.0
1000.0,1114.0,1436.0,2146.0,2526.0,2804.0,2884.0,3813.0,6043.0,5756.0,15892.0,23323.0,31779.0
1000.0,1104.0,1480.0,2001.0,2354.0,3035.0,3337.0,3809.0,4165.0,6490.0,15233.0,23455.0,30613.0
1000.0,1116.0,1344.0,1814.0,2831.0,2687.0,3339.0,4909.0,5399.0,7690.0,14279.0,22606.0,31225.0
1000.0,1165.0,1416.0,1901.0,1809.0,2516.0,2678.0,4297.0,5557.0,6440.0,15333.0,22610.0,29958.0
1000.0,1113.0,1389.0,1774.0,2100.0,2742.0,3338.0,4379.0,4669.0,5576.0,13804.0,22893.0,28994.0
1000.0,1167.0,1537.0,2573.0,2325.0,3395.0,4341.0,4819.0,5873.0,6770.0,14484.0,25502.0,31565.0
1000.0,1121.0,1404.0,1976.0,2830.0,2952.0,3747.0,4219.0,5815.0,7220.0,14841.0,23508.0,31083.0
1000.0,1145.0,1347.0,2136.0,2720.0,2950.0,3857.0,5000.0,6853.0,6765.0,15708.0,24373.0,30811.0
1000.0,1083.0,1408.0,1813.0,2166.0,2833.0,4299.0,4264.0,4303.0,6176.0,14865.0,23174.0,30521.0
1000.0,1118.0,1352.0,1686.0,2035.0,3212.0,3321.0,4880.0,5628.0,6926.0,14513.0,24823.0,31051.0
1000.0,1096.0,1270.0,1765.0,2161.0,2278.0,3230.0,3983.0,5424.0,6191.0,15457.0,22795.0,30846.0
1000.0,1133.0,1344.0,1942.0,2341.0,2783.0,3410.0,4757.0,4387.0,6597.0,14322.0,22459.0,29156.0
1000.0,1110.0,1604.0,1861.0,2965.0,3595.0,3832.0,5262.0,6583.0,6730.0,16940.0,24025.0,32584.0
1000.0,1158.0,1284.0,1733.0,1996.0,2885.0,3604.0,4875.0,5351.0,6879.0,15179.0,24566.0,31255.0
1000.0,1145.0,1467.0,2278.0,2643.0,3112.0,3769.0,4502.0,6026.0,5678.0,14276.0,23418.0,31109.0
1000.0,1114.0,1474.0,2091.0,2650.0,3157.0,4390.0,4046.0,5472.0,6251.0,16180.0,24702.0,31089.0
1000.0,1136.0,1414.0,1860.0,2129.0,2518.0,2875.0,4094.0,3489.0,5186.0,13100.0,21740.0,28869.0
1000.0,1117.0,1317.0,1515.0,2117.0,2542.0,3313.0,3774.0,4836.0,5479.0,13846.0,21843.0,30087.0
1000.0,1094.0,1267.0,2011.0,2059.0,3462.0,2767.0,4589.0,5535.0,5616.0,14582.0,23416.0,31153.0
1000.0,1114.0,1370.0,2231.0,2220.0,2724.0,4101.0,4303.0,4929.0,6159.0,15042.0,23000.0,31163.0
1000.0,1096.0,1448.0,1820.0,2115.0,2820.0,3560.0,3755.0,5505.0,7381.0,15172.0,23259.0,31554.0
1000.0,1146.0,1395.0,2030.0,2666.0,3124.0,4499.0,5449.0,5187.0,7360.0,14993.0,24325.0,31985.0
1000.0,1086.0,1359.0,1977.0,2001.0,2584.0,3560.0,3419.0,5176.0,5367.0,14192.0,21568.0,31152.0
1000.0,1126.0,1321.0,1767.0,2269.0,2700.0,3120.0,3938.0,5130.0,5279.0,14419.0,23537.0,30112.0
1000.0,1122.0,1470.0,1915.0,2457.0,2688.0,3477.0,4642.0,6000.0,5888.0,14462.0,23646.0,30841.0
1000.0,1100.0,1322.0,1850.0,1927.0,2980.0,3210.0,4416.0,4625.0,5457.0,14647.0,22677.0,31055.0
1000.0,1148.0,1320.0,1858.0,2312.0,2932.0,3634.0,4493.0,5815.0,6377.0,14563.0,23209.0,31091.0
1000.0,1137.0,1354.0,1746.0,2768.0,3032.0,4093.0,3964.0,5217.0,5658.0,13137.0,23477.0,29109.0
1000.0,1087.0,1380.0,1613.0,1961.0,2272.0,2923.0,4042.0,4747.0,6293.0,14506.0,23535.0,30359.0
1000.0,1146.0,1433.0,2086.0,2502.0,2762.0,3474.0,4740.0,5960.0,6242.0,13879.0,22410.0,30120.0
1000.0,1158.0,1313.0,2035.0,2035.0,3121.0,3915.0,4798.0,5901.0,6176.0,14811.0,24667.0,31692.0
1000.0,1158.0,1387.0,1814.0,2134.0,2720.0,3672.0,5061.0,5306.0,6025.0,15784.0,24250.0,31570.0
1000.0,1116.0,1432.0,1816.0,2575.0,2391.0,3343.0,4641.0,5677.0,5483.0,15429.0,23544.0,31140.0
1000.0,1131.0,1314.0,2241.0,2487.0,3118.0,3807.0,4224.0,4772.0,5814.0,13432.0,22467.0,29335.0
1000.0,1096.0,1451.0,2240.0,2847.0,2535.0,3496.0,4278.0,5389.0,5893.0,14595.0,23197.0,31990.0
1000.0,1106.0,1461.0,1922.0,2121.0,2916.0,3405.0,4160.0,5386.0,6025.0,14728.0,23266.0,30797.0
1000.0,1091.0,1350.0,1862.0,2837.0,3243.0,3175.0,5190.0,5424.0,6297.0,15765.0,23463.0,31155.0
1000.0,1099.0,1437.0,2163.0,2681.0,3384.0,4255.0,5306.0,5654.0,6908.0,16522.0,24305.0,30878.0
1000.0,1111.0,1372.0,1925.0,2130.0,2791.0,3586.0,4705.0,6533.0,6408.0,14095.0,23337.0,31522.0
1000.0,1123.0,1349.0,1709.0,2483.0,2849.0,4022.0,5142.0,5231.0,6354.0,14195.0,22742.0,30658.0
1000.0,1105.0,1389.0,2193.0,2290.0,3293.0,4167.0,4767.0,5922.0,6155.0,14017.0,22849.0,31101.0
1000.0,1130.0,1386.0,1879.0,2474.0,3283.0,3857.0,3881.0,4724.0,6222.0,13704.0,23947.0,30140.0
1000.0,1125.0,1292.0,2012.0,2249.0,2759.0,3325.0,3465.0,4407.0,5339.0,15176.0,23313.0,29586.0
1000.0,1172.0,1378.0,2088.0,2277.0,2950.0,3353.0,4890.0,4735.0,5596.0,15760.0,22362.0,32089.0
1000.0,1163.0,1315.0,1802.0,2257.0,2949.0,3735.0,5380.0,6441.0,6935.0,15811.0,22510.0,30023.0
1000.0,1134.0,1443.0,1908.0,2139.0,2783.0,2738.0,3983.0,4974.0,5659.0,14725.0,22139.0,29099.0
1000.0,1161.0,1292.0,1744.0,2685.0,2711.0,3784.0,4965.0,5067.0,7007.0,14300.0,23469.0,30496.0
1000.0,1128.0,1526.0,2359.0,2462.0,2951.0,4133.0,5388.0,5516.0,6897.0,13501.0,24117.0,31456.0
1000.0,1105.0,1310.0,2134.0,2176.0,2443.0,3117.0,3821.0,5646.0,6451.0,14303.0,23372.0,29948.0
1000.0,1115.0,1462.0,2336.0,2640.0,3199.0,3727.0,5829.0,6062.0,6448.0,15839.0,22806.0,31685.0
1000.0,1109.0,1535.0,1914.0,1616.0,3363.0,4196.0,5477.0,6300.0,6639.0,15502.0,23019.0,31202.0
1000.0,1141.0,1551.0,2065.0,2144.0,2852.0,3071.0,3535.0,5385.0,5899.0,13951.0,22264.0,30887.0
1000.0,1167.0,1635.0,2209.0,1954.0,2463.0,3849.0,4303.0,5385.0,5849.0,14385.0,24200.0,29929.0
1000.0,1163.0,1455.0,2247.0,2507.0,2606.0,3732.0,3981.0,5283.0,5722.0,14973.0,22577.0,29969.0
1000.0,1131.0,1361.0,2090.0,1996.0,2700.0,3014.0,4836.0,6051.0,6002.0,14853.0,23144.0,29776.0
1000.0,1106.0,1398.0,1930.0,1977.0,3681.0,2530.0,4226.0,4627.0,5645.0,14222.0,22968.0,29132.0
1000.0,1113.0,1521.0,2058.0,2445.0,3065.0,3593.0,3708.0,5322.0,6081.0,15609.0,23702.0,31503.0
1000.0,1187.0,1340.0,2283.0,2398.0,2876.0,3977.0,5451.0,6366.0,6290.0,13788.0,23941.0,30147.0
1000.0,1078.0,1379.0,1581.0,2486.0,3101.0,3622.0,4560.0,5821.0,6408.0,14226.0,23139.0,30904.0
1000.0,1154.0,1407.0,1964.0,2524.0,2472.0,3182.0,4248.0,5581.0,5659.0,16545.0,24382.0,30698.0
1000.0,1123.0,1556.0,1850.0,2350.0,3133.0,3937.0,4414.0,5559.0,7272.0,14171.0,22225.0,31000.0
1000.0,1112.0,1324.0,1823.0,2722.0,3768.0,3312.0,4847.0,6393.0,6841.0,16265.0,25470.0,31961.0
1000.0,1151.0,1450.0,1703.0,2150.0,2349.0,2722.0,4210.0,4292.0,5815.0,14810.0,22274.0,31266.0
1000.0,1152.0,1385.0,2120.0,2421.0,2507.0,2836.0,4351.0,5141.0,5897.0,14788.0,23151.0,29266.0
1000.0,1100.0,1465.0,2268.0,2391.0,3019.0,3779.0,5536.0,6258.0,7686.0,15833.0,24756.0,31362.0
1000.0,1083.0,1353.0,1758.0,2465.0,2832.0,3422.0,4621.0,4786.0,6515.0,14256.0,23515.0,31010.0
1000.0,1093.0,1303.0,1756.0,2064.0,2388.0,2823.0,3182.0,5653.0,6777.0,14946.0,22619.0,30710.0
1000.0,1106.0,1412.0,2136.0,2115.0,2918.0,4426.0,4352.0,6148.0,5686.0,15036.0,24379.0,30227.0
1000.0,1129.0,1429.0,1799.0,1978.0,2235.0,3188.0,3548.0,4613.0,5791.0,15719.0,22692.0,30964.0
1000.0,1119.0,1320.0,1693.0,1832.0,2695.0,2875.0,4355.0,4775.0,5618.0,14501.0,22029.0,30905.0
1000.0,1208.0,1329.0,1725.0,2688.0,2465.0,3095.0,4368.0,5237.0,6066.0,14494.0,23498.0,29865.0
1000.0,1157.0,1475.0,2161.0,2538.0,3312.0,3758.0,4811.0,4191.0,6700.0,15137.0,23551.0,30796.0
1000.0,1142.0,1416.0,1670.0,2229.0,2981.0,4110.0,3777.0,5826.0,6630.0,15094.0,23089.0,30439.0
1000.0,1091.0,1630.0,1780.0,2678.0,2755.0,2808.0,4882.0,6614.0,5363.0,14738.0,23527.0,30606.0
1000.0,1123.0,1452.0,2281.0,3279.0,3419.0,4193.0,5490.0,7210.0,7516.0,16435.0,25691.0,32595.0
1000.0,1120.0,1377.0,1838.0,2328.0,2389.0,3226.0,4646.0,4985.0,6083.0,14899.0,22732.0,31990.0
1000.0,1118.0,1439.0,1863.0,2370.0,2830.0,3280.0,4297.0,5569.0,5583.0,14492.0,23024.0,29865.0
1000.0,1105.0,1578.0,1894.0,2226.0,3085.0,3638.0,4986.0,5714.0,6295.0,14631.0,23617.0,30990.0
1000.0,1164.0,1300.0,2033.0,2512.0,2528.0,3911.0,5335.0,6149.0,6368.0,16273.0,24052.0,31185.0
1000.0,1135.0,1493.0,2154.0,2767.0,2881.0,4528.0,3436.0,6075.0,6507.0,14920.0,22711.0,29741.0
1000.0,1119.0,1519.0,2211.0,2437.0,2839.0,4040.0,5025.0,6104.0,6995.0,16096.0,25043.0,31019.0
1000.0,1114.0,1526.0,2188.0,2292.0,3123.0,3244.0,4396.0,5368.0,5233.0,14295.0,22666.0,31264.0
