0.7646463211668156,1.5292926423336313,1.911615802917039,2.2939389635004463,2.676262124083854,4.43494866276753
0.1,0.2,0.25,0.3,0.35,0.58
1000.0,1550.0,1631.0,1953.0,3028.0,13553.0
1000.0,1267.0,1429.0,2305.0,3059.0,11960.0
1000.0,1403.0,1913.0,2360.0,2722.0,11167.0
1000.0,1380.0,1802.0,2724.0,2510.0,10001.0
1000.0,1510.0,1595.0,1882.0,2589.0,12240.0
1000.0,1457.0,1657.0,2035.0,3302.0,14642.0
1000.0,1478.0,1778.0,2167.0,3337.0,12758.0
1000.0,1411.0,1486.0,2226.0,2277.0,10714.0
1000.0,1448.0,1664.0,2163.0,2351.0,12686.0
1000.0,1386.0,1641.0,1991.0,2128.0,10857.0
1000.0,1527.0,1706.0,2475.0,2311.0,11072.0
1000.0,1489.0,1814.0,2259.0,2638.0,11989.0
1000.0,1421.0,1809.0,2199.0,3186.0,12839.0
1000.0,1396.0,1680.0,2092.0,3114.0,12676.0
1000.0,1431.0,1911.0,2360.0,2811.0,11270.0
1000.0,1383.0,1903.0,1672.0,2420.0,12587.0
1000.0,1484.0,1692.0,2691.0,2878.0,11098.0
1000.0,1448.0,1626.0,2535.0,2625.0,12812.0
1000.0,1431.0,1764.0,1734.0,3486.0,13128.0
1000.0,1484.0,1829.0,2065.0,2819.0,12216.0
1000.0,1497.0,1957.0,1841.0,2813.0,12149.0
1000.0,1318.0,1967.0,2475.0,3506.0,12702.0
1000.0,1651.0,1803.0,2222.0,3110.0,10941.0
1000.0,1307.0,1633.0,2213.0,2989.0,13999.0
1000.0,1337.0,1688.0,2064.0,2940.0,11602.0
1000.0,1350.0,1525.0,2071.0,2475.0,10479.0
1000.0,1395.0,1531.0,1980.0,2654.0,11197.0
1000.0,1553.0,1826.0,2310.0,2564.0,13084.0
1000.0,1278.0,1554.0,1804.0,2244.0,13274.0
1000.0,1399.0,1777.0,1734.0,2219.0,8402.0
1000.0,1483.0,1860.0,2221.0,2699.0,13018.0
1000.0,1398.0,1571.0,2910.0,2693.0,10012.0
1000.0,1617.0,1928.0,2245.0,3029.0,12380.0
1000.0,1494.0,1663.0,2278.0,2659.0,9810.0
1000.0,1689.0,1758.0,1790.0,2582.0,11157.0
1000.0,1517.0,1631.0,2160.0,2576.0,12071.0
1000.0,1476.0,1560.0,2113.0,3303.0,13814.0
1000.0,1400.0,1744.0,3022.0,2746.0,12541.0
1000.0,1396.0,1769.0,2316.0,2624.0,11464.0
1000.0,1515.0,1978.0,2353.0,2649.0,12000.0
1000.0,1441.0,1900.0,1779.0,2636.0,14457.0
1000.0,1400.0,2031.0,2073.0,2583.0,10922.0
1000.0,1470.0,1662.0,2261.0,2846.0,12171.0
1000.0,1428.0,1606.0,2349.0,3360.0,13800.0
1000.0,1305.0,1841.0,2140.0,2971.0,12398.0
1000.0,1312.0,2215.0,3050.0,3310.0,13855.0
1000.0,1381.0,1877.0,1941.0,2849.0,11920.0
1000.0,1458.0,2112.0,2203.0,2358.0,11594.0
1000.0,1386.0,1786.0,1979.0,2500.0,10730.0
1000.0,1582.0,1770.0,2305.0,2694.0,12517.0
1000.0,1388.0,1573.0,2245.0,2013.0,10439.0
1000.0,1285.0,1612.0,2251.0,2719.0,11547.0
1000.0,1324.0,1685.0,2159.0,2253.0,11579.0
1000.0,1505.0,1666.0,1943.0,2476.0,11534.0
1000.0,1437.0,1629.0,1923.0,3705.0,11034.0
1000.0,1404.0,1561.0,1814.0,3178.0,11371.0
1000.0,1509.0,1411.0,1841.0,3001.0,13449.0
1000.0,1349.0,1659.0,2187.0,2152.0,11966.0
1000.0,1414.0,1543.0,2256.0,2690.0,12070.0
1000.0,1492.0,1657.0,1930.0,2716.0,11390.0
1000.0,1284.0,1640.0,2296.0,3302.0,11521.0
1000.0,1474.0,1728.0,1941.0,2692.0,11733.0
1000.0,1372.0,2200.0,1978.0,3060.0,12728.0
1000.0,1462.0,1757.0,2215.0,2407.0,10971.0
1000.0,1645.0,1725.0,2248.0,3018.0,10615.0
1000.0,1605.0,1995.0,2766.0,3163.0,13854.0
1000.0,1477.0,1600.0,1875.0,2418.0,10546.0
1000.0,1444.0,1798.0,1960.0,2776.0,13037.0
1000.0,1524.0,1627.0,1914.0,3088.0,12357.0
1000.0,1379.0,1674.0,1847.0,2778.0,10080.0
1000.0,1436.0,1870.0,1792.0,2320.0,11999.0
1000.0,1439.0,1889.0,2124.0,2853.0,10323.0
1000.0,1369.0,1612.0,1793.0,2498.0,10477.0
1000.0,1583.0,1797.0,2371.0,3068.0,13065.0
1000.0,1470.0,1769.0,2350.0,3316.0,12783.0
1000.0,1406.0,1446.0,2192.0,2695.0,12424.0
1000.0,1414.0,1696.0,2367.0,2615.0,10402.0
1000.0,1356.0,1574.0,2318.0,2864.0,12890.0
1000.0,1435.0,1557.0,1706.0,2385.0,11381.0
1000.0,1464.0,1669.0,2170.0,2758.0,13092.0
1000.0,1487.0,2072.0,2497.0,2921.0,14842.0
1000.0,1414.0,1637.0,1829.0,2659.0,13299.0
1000.0,1436.0,1594.0,2758.0,3301.0,12836.0
1000.0,1340.0,1851.0,2146.0,2559.0,9881.0
1000.0,1475.0,1796.0,2173.0,2111.0,12133.0
1000.0,1445.0,1772.0,2095.0,3056.0,13184.0
1000.0,1623.0,1865.0,2480.0,2625.0,14232.0
1000.0,1481.0,1666.0,1871.0,3531.0,12235.0
1000.0,1444.0,1823.0,2427.0,3760.0,13046.0
1000.0,1442.0,1749.0,2309.0,2609.0,12587.0
1000.0,1430.0,1767.0,2418.0,3297.0,14368.0
1000.0,1404.0,1758.0,2338.0,3086.0,12481.0
1000.0,1488.0,1660.0,2468.0,2782.0,11392.0
1000.0,1333.0,1523.0,1987.0,3078.0,11139.0
1000.0,1293.0,1670.0,2460.0,2793.0,13092.0
1000.0,1560.0,1456.0,1681.0,2623.0,13288.0
1000.0,1439.0,1607.0,2062.0,2208.0,11664.0
1000.0,1507.0,1631.0,2140.0,3709.0,11138.0
1000.0,1274.0,1814.0,2564.0,3040.0,10995.0
1000.0,1396.0,1523.0,1717.0,3922.0,10981.0
