0.8825545442728476,1.7651090885456953,2.206386360682119,2.6476636328185426,3.0889409049549665,5.118816356782515
0.1,0.2,0.25,0.3,0.35,0.58
1000.0,2545.0,3276.0,5335.0,8681.0,23403.0
1000.0,2417.0,3448.0,5414.0,9484.0,24972.0
1000.0,1913.0,3092.0,6214.0,7782.0,26307.0
1000.0,2116.0,4266.0,6818.0,9068.0,25251.0
1000.0,1944.0,2860.0,4439.0,6676.0,24145.0
1000.0,2070.0,3804.0,5251.0,9483.0,24161.0
1000.0,2207.0,3170.0,4629.0,8107.0,24230.0
1000.0,2119.0,3548.0,4893.0,8273.0,23948.0
1000.0,1709.0,3305.0,4847.0,7879.0,23878.0
1000.0,2210.0,3256.0,6231.0,7598.0,23801.0
1000.0,2014.0,3616.0,4693.0,7631.0,23631.0
1000.0,2080.0,4163.0,5466.0,8886.0,23579.0
1000.0,2043.0,3298.0,5051.0,7093.0,23729.0
1000.0,2247.0,3057.0,5166.0,7978.0,22834.0
1000.0,1982.0,3271.0,4913.0,7681.0,24549.0
1000.0,2176.0,3583.0,5074.0,7721.0,23452.0
1000.0,1898.0,2248.0,4513.0,8169.0,23298.0
1000.0,2598.0,4470.0,6257.0,9076.0,26112.0
1000.0,2474.0,4528.0,6254.0,9989.0,24486.0
1000.0,2107.0,3989.0,5957.0,7699.0,25091.0
1000.0,2267.0,3425.0,6648.0,8888.0,25571.0
1000.0,2383.0,3107.0,4603.0,7952.0,23428.0
1000.0,2438.0,3446.0,6557.0,9802.0,24181.0
1000.0,2409.0,3269.0,6037.0,7838.0,23667.0
1000.0,2129.0,3725.0,5381.0,8914.0,23161.0
1000.0,2602.0,3572.0,6857.0,9412.0,25557.0
1000.0,2590.0,3628.0,4875.0,8443.0,24328.0
1000.0,2153.0,3383.0,3812.0,6097.0,23634.0
1000.0,2189.0,2902.0,4170.0,8317.0,22718.0
1000.0,2517.0,3728.0,5550.0,9719.0,24746.0
1000.0,2660.0,3627.0,5680.0,9648.0,24383.0
1000.0,2696.0,3598.0,7337.0,11182.0,25436.0
1000.0,2013.0,3980.0,6361.0,9183.0,24307.0
1000.0,2211.0,2620.0,5422.0,7313.0,23621.0
1000.0,2322.0,3504.0,5833.0,8284.0,24770.0
1000.0,2091.0,3417.0,5903.0,8614.0,24521.0
1000.0,1902.0,3238.0,4857.0,8022.0,22886.0
1000.0,2924.0,4080.0,6061.0,8812.0,25622.0
1000.0,2120.0,4000.0,7145.0,6951.0,23687.0
1000.0,2358.0,4467.0,5615.0,8348.0,26030.0
1000.0,2146.0,3528.0,6614.0,8195.0,23332.0
1000.0,2070.0,3158.0,5246.0,8234.0,23498.0
1000.0,1699.0,3132.0,5544.0,7199.0,23371.0
1000.0,1906.0,3129.0,4417.0,8626.0,24267.0
1000.0,1949.0,3464.0,5906.0,7148.0,23374.0
