0.7009705553587767,0.8517169113499116,0.998694608441268,1.1494409644324026,1.3001873204235375
0.186,0.226,0.265,0.305,0.345
1000.0,2748.0,4420.0,5435.0,7623.0
1000.0,2962.0,3553.0,3952.0,5866.0
1000.0,3079.0,3051.0,4858.0,6484.0
1000.0,2859.0,3755.0,6474.0,6439.0
1000.0,2912.0,4449.0,6612.0,7310.0
1000.0,2539.0,3313.0,4633.0,6483.0
1000.0,2212.0,3698.0,4840.0,5217.0
1000.0,3045.0,2865.0,3383.0,6305.0
1000.0,2655.0,4502.0,4396.0,5632.0
1000.0,2431.0,3671.0,6449.0,7590.0
1000.0,2614.0,4499.0,4274.0,6385.0
1000.0,2189.0,3841.0,4415.0,4545.0
1000.0,2664.0,3852.0,5453.0,7477.0
1000.0,3363.0,4168.0,6540.0,6810.0
1000.0,2799.0,2795.0,4902.0,6380.0
1000.0,2333.0,3662.0,5410.0,6836.0
1000.0,2605.0,3817.0,5041.0,6286.0
1000.0,3010.0,3850.0,6001.0,7277.0
1000.0,2613.0,3599.0,4506.0,6315.0
1000.0,3474.0,4259.0,5072.0,6527.0
1000.0,2652.0,2692.0,6686.0,5896.0
1000.0,2991.0,3167.0,4007.0,7184.0
1000.0,2340.0,3274.0,4388.0,5815.0
1000.0,2897.0,3839.0,4627.0,6170.0
1000.0,3083.0,3770.0,4262.0,7457.0
1000.0,2354.0,3180.0,5387.0,6876.0
1000.0,3038.0,4929.0,5887.0,7899.0
1000.0,2886.0,3954.0,5002.0,7014.0
1000.0,2497.0,3624.0,4244.0,6675.0
1000.0,2667.0,4311.0,4697.0,5807.0
1000.0,2084.0,2925.0,4283.0,6121.0
1000.0,3034.0,3155.0,5686.0,7136.0
1000.0,2638.0,3030.0,4802.0,6446.0
1000.0,2566.0,3924.0,5666.0,6409.0
1000.0,2438.0,3870.0,4654.0,6337.0
1000.0,1969.0,3544.0,5124.0,6817.0
1000.0,2339.0,3206.0,5905.0,6899.0
1000.0,2815.0,3241.0,5602.0,7476.0
1000.0,2450.0,3168.0,5057.0,6265.0
1000.0,2365.0,3684.0,6219.0,6816.0
1000.0,2473.0,3319.0,4633.0,7048.0
1000.0,2595.0,3822.0,5366.0,6146.0
1000.0,3069.0,4621.0,6011.0,6564.0
1000.0,2593.0,3814.0,5248.0,6922.0
1000.0,2552.0,3754.0,5138.0,6385.0
1000.0,2988.0,2656.0,3744.0,5802.0
1000.0,3687.0,3798.0,5645.0,7476.0
1000.0,3585.0,3846.0,5285.0,7176.0
1000.0,2722.0,4753.0,5888.0,7368.0
1000.0,2349.0,3800.0,4151.0,7499.0
1000.0,3939.0,3386.0,6041.0,7681.0
1000.0,2389.0,3330.0,4949.0,5436.0
1000.0,2645.0,4081.0,5693.0,7243.0
1000.0,2592.0,3217.0,3860.0,5549.0
1000.0,2176.0,4069.0,5436.0,5804.0
1000.0,3541.0,4312.0,6811.0,8172.0
1000.0,2938.0,3623.0,4664.0,6823.0
1000.0,3471.0,3051.0,4009.0,7003.0
1000.0,2607.0,3606.0,4853.0,5562.0
1000.0,2835.0,3820.0,4286.0,5736.0
1000.0,2206.0,3075.0,4994.0,6878.0
1000.0,2586.0,4904.0,4591.0,6925.0
1000.0,2999.0,4268.0,5287.0,6539.0
1000.0,2080.0,3418.0,5201.0,7793.0
1000.0,2476.0,4515.0,4568.0,5882.0
1000.0,2760.0,2953.0,5808.0,7311.0
1000.0,2424.0,3537.0,5035.0,5712.0
1000.0,2879.0,3988.0,5523.0,6961.0
1000.0,3353.0,4207.0,5609.0,7162.0
1000.0,2825.0,4405.0,4825.0,8041.0
1000.0,2471.0,3455.0,4631.0,6546.0
1000.0,2685.0,3319.0,5416.0,6336.0
1000.0,2646.0,3150.0,5702.0,7160.0
1000.0,2515.0,3534.0,4951.0,6474.0
1000.0,2615.0,3141.0,4188.0,5518.0
1000.0,2671.0,4112.0,5536.0,7808.0
1000.0,2295.0,3725.0,5227.0,6942.0
1000.0,2513.0,3207.0,4662.0,6031.0
1000.0,2510.0,2891.0,3556.0,6190.0
1000.0,2561.0,3777.0,4808.0,6022.0
1000.0,2050.0,2818.0,5087.0,6468.0
1000.0,2151.0,2882.0,4400.0,5169.0
1000.0,2511.0,3657.0,4074.0,5793.0
1000.0,3231.0,4157.0,5096.0,7459.0
1000.0,2372.0,4189.0,6280.0,7073.0
1000.0,2898.0,3978.0,5643.0,6436.0
1000.0,3031.0,3829.0,5670.0,7980.0
1000.0,2722.0,4078.0,4922.0,5627.0
1000.0,2971.0,3686.0,5342.0,6421.0
1000.0,2299.0,3065.0,5318.0,6722.0
1000.0,2980.0,2338.0,3944.0,4429.0
1000.0,2615.0,3910.0,5131.0,6388.0
1000.0,3276.0,3609.0,4740.0,6038.0
1000.0,2519.0,3679.0,5193.0,7739.0
1000.0,2294.0,3762.0,5006.0,6557.0
1000.0,1997.0,3311.0,3901.0,5163.0
1000.0,3019.0,5868.0,7000.0,7759.0
1000.0,2401.0,3348.0,3464.0,5328.0
1000.0,1986.0,3438.0,5272.0,6145.0
1000.0,2398.0,3474.0,5003.0,6721.0
