0.6988100506459249,0.849726775198566,1.000643499751207,1.151560224303848,1.2991961504966492
0.213,0.259,0.305,0.351,0.396
1000.0,3004.0,3432.0,4924.0,6471.0
1000.0,2152.0,3618.0,4460.0,7624.0
1000.0,2722.0,3789.0,4441.0,7112.0
1000.0,2712.0,3937.0,5424.0,7020.0
1000.0,2665.0,3099.0,5004.0,5303.0
1000.0,2320.0,3067.0,4306.0,5622.0
1000.0,3162.0,3165.0,4768.0,5338.0
1000.0,2943.0,2642.0,5459.0,5481.0
1000.0,2036.0,2927.0,4137.0,6027.0
1000.0,2356.0,2812.0,4726.0,6312.0
1000.0,2998.0,3258.0,5019.0,5959.0
1000.0,2203.0,3686.0,3529.0,5906.0
1000.0,2304.0,3335.0,4349.0,6861.0
1000.0,2976.0,4501.0,4116.0,6568.0
1000.0,2507.0,3502.0,4967.0,6736.0
1000.0,2793.0,3468.0,5463.0,5969.0
1000.0,2218.0,3711.0,4490.0,5847.0
1000.0,3008.0,3174.0,4494.0,5859.0
1000.0,2969.0,3642.0,4012.0,7826.0
1000.0,2544.0,3045.0,4691.0,5585.0
1000.0,2177.0,3191.0,4841.0,6087.0
1000.0,3362.0,3402.0,4766.0,5977.0
1000.0,3054.0,3589.0,4441.0,6221.0
1000.0,2210.0,3404.0,5053.0,5744.0
1000.0,2414.0,3389.0,4113.0,5980.0
1000.0,3235.0,3430.0,5781.0,6414.0
1000.0,2435.0,3658.0,3791.0,5650.0
1000.0,2649.0,3690.0,5543.0,6845.0
1000.0,2965.0,3917.0,4738.0,6046.0
1000.0,2037.0,2761.0,4316.0,5503.0
1000.0,2440.0,2955.0,4365.0,5123.0
1000.0,2286.0,3691.0,3731.0,5300.0
1000.0,2634.0,3954.0,4261.0,5134.0
1000.0,2609.0,4111.0,4464.0,5721.0
1000.0,2812.0,3575.0,5394.0,6404.0
1000.0,2364.0,4031.0,4406.0,6023.0
1000.0,2248.0,2984.0,3552.0,5629.0
1000.0,2674.0,3529.0,4282.0,6089.0
1000.0,2287.0,3384.0,4804.0,6576.0
1000.0,2389.0,2775.0,3875.0,6708.0
1000.0,2431.0,3712.0,5000.0,6193.0
1000.0,2250.0,3093.0,4413.0,5664.0
1000.0,2277.0,3706.0,3469.0,5983.0
1000.0,3211.0,3581.0,4893.0,5034.0
1000.0,2037.0,3653.0,4559.0,4778.0
1000.0,2353.0,3723.0,4290.0,5786.0
1000.0,3005.0,3045.0,4672.0,5088.0
1000.0,2307.0,4252.0,3990.0,5820.0
1000.0,2816.0,3467.0,5051.0,5983.0
1000.0,3114.0,3495.0,6005.0,6238.0
1000.0,2149.0,3430.0,4008.0,5385.0
1000.0,2847.0,3296.0,4723.0,6115.0
1000.0,2510.0,4135.0,5973.0,6403.0
1000.0,2495.0,3468.0,4807.0,4862.0
1000.0,3077.0,3632.0,5019.0,6827.0
1000.0,2927.0,3709.0,5075.0,5242.0
1000.0,2672.0,3735.0,4311.0,5620.0
1000.0,2622.0,3425.0,4318.0,5229.0
1000.0,2516.0,3323.0,5240.0,6454.0
1000.0,2402.0,2885.0,3700.0,5012.0
1000.0,3115.0,3723.0,4914.0,5718.0
1000.0,3166.0,2780.0,4175.0,5094.0
1000.0,2999.0,4235.0,5414.0,6815.0
1000.0,3126.0,3662.0,3985.0,5990.0
1000.0,2683.0,2465.0,4671.0,6065.0
1000.0,2760.0,4242.0,4518.0,4874.0
1000.0,2019.0,3002.0,4689.0,5160.0
1000.0,2749.0,3538.0,5341.0,5777.0
1000.0,2716.0,3663.0,4480.0,6121.0
1000.0,2148.0,3361.0,4045.0,6307.0
1000.0,1849.0,3190.0,4901.0,5144.0
1000.0,2314.0,3059.0,3815.0,6109.0
1000.0,2671.0,2998.0,5765.0,5685.0
1000.0,2469.0,3272.0,4406.0,6399.0
1000.0,3225.0,3743.0,5768.0,6501.0
1000.0,2485.0,3542.0,5006.0,5494.0
1000.0,2219.0,3513.0,3920.0,5627.0
1000.0,2856.0,3525.0,5149.0,5756.0
1000.0,2276.0,3430.0,4746.0,6115.0
1000.0,2691.0,3821.0,4793.0,6534.0
1000.0,2550.0,3848.0,5310.0,6382.0
1000.0,2547.0,4294.0,4710.0,6226.0
1000.0,2247.0,3503.0,4658.0,6937.0
1000.0,2231.0,2938.0,4395.0,5830.0
1000.0,3100.0,4131.0,5251.0,6401.0
1000.0,2170.0,3172.0,4061.0,5760.0
1000.0,3075.0,4027.0,5097.0,6836.0
1000.0,2862.0,3520.0,4608.0,5725.0
1000.0,2167.0,3731.0,4613.0,5575.0
1000.0,2304.0,3294.0,4187.0,5916.0
1000.0,2264.0,3265.0,4519.0,5223.0
1000.0,2414.0,3561.0,4545.0,5482.0
1000.0,2125.0,2701.0,4387.0,4407.0
1000.0,2580.0,2457.0,4301.0,5477.0
1000.0,2853.0,4246.0,6311.0,6977.0
1000.0,2800.0,4033.0,4281.0,6256.0
1000.0,1974.0,3725.0,3518.0,5376.0
1000.0,2069.0,4140.0,4094.0,5956.0
1000.0,2921.0,4629.0,4566.0,7246.0
1000.0,2621.0,3417.0,4839.0,5871.0
