sim,eps,N_samp,α,i0,f,f_u,f_d,v,ψ,w,γ,p,r_s,r_i,α_m,mu,m,tempo
100,0.001,100000,2.1,0.01,0.8,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2,49018652 milliseconds
