x1
0.0
6.0
17.0
26.0
32.0
41.0
53.0
66.0
75.0
81.0
87.0
101.0
110.0
127.0
141.0
150.0
166.0
182.0
195.0
202.0
215.0
226.0
239.0
248.0
256.0
266.0
284.0
312.0
329.0
349.0
370.0
381.0
397.0
411.0
433.0
449.0
473.0
492.0
513.0
542.0
569.0
593.0
618.0
636.0
658.0
688.0
709.0
733.0
761.0
784.0
811.0
848.0
872.0
893.0
932.0
965.0
1006.0
1038.0
1079.0
1120.0
1151.0
1195.0
1233.0
1279.0
1324.0
1365.0
1418.0
1463.0
1499.0
1557.0
1607.0
1660.0
1711.0
1749.0
1789.0
1852.0
1900.0
1945.0
2007.0
2074.0
2127.0
2184.0
2257.0
2308.0
2356.0
2423.0
2491.0
2576.0
2639.0
2705.0
2779.0
2849.0
2937.0
3014.0
3094.0
3153.0
3230.0
3310.0
3390.0
3486.0
3547.0
3627.0
3715.0
3798.0
3881.0
3978.0
4064.0
4163.0
4262.0
4364.0
4455.0
4557.0
4658.0
4753.0
4868.0
4959.0
5073.0
5177.0
5295.0
5385.0
5520.0
5620.0
5724.0
5831.0
5938.0
6052.0
6175.0
6295.0
6419.0
6561.0
6687.0
6841.0
6948.0
7084.0
7205.0
7327.0
7462.0
7588.0
7732.0
7870.0
7989.0
8114.0
8259.0
8408.0
8539.0
8683.0
8831.0
8969.0
9108.0
9223.0
9353.0
9496.0
9647.0
9783.0
9941.0
10082.0
10207.0
10354.0
10508.0
10675.0
10806.0
10973.0
11124.0
11269.0
11406.0
11562.0
11727.0
11903.0
12042.0
12195.0
12353.0
12512.0
12654.0
12834.0
12983.0
13128.0
13299.0
13437.0
13598.0
13763.0
13929.0
14087.0
14248.0
14424.0
14574.0
14715.0
14883.0
15057.0
15224.0
15385.0
15555.0
15755.0
15913.0
16085.0
16271.0
16458.0
16630.0
16802.0
16984.0
17177.0
17356.0
17534.0
17686.0
17866.0
18045.0
18217.0
18395.0
18572.0
18737.0
18913.0
19085.0
19254.0
19406.0
19606.0
19756.0
19956.0
20148.0
20345.0
20526.0
20695.0
20881.0
21054.0
21223.0
21406.0
21603.0
21774.0
21972.0
22141.0
22317.0
22493.0
22648.0
22818.0
22989.0
23192.0
23363.0
23533.0
23725.0
23908.0
24086.0
24275.0
24441.0
24600.0
24756.0
24936.0
25087.0
25253.0
25440.0
25616.0
25756.0
25927.0
26098.0
26273.0
26455.0
26617.0
26806.0
26975.0
27166.0
27344.0
27528.0
27718.0
27879.0
28048.0
28218.0
28378.0
28538.0
28728.0
28880.0
29053.0
29223.0
29380.0
29549.0
29720.0
29865.0
30057.0
30248.0
30409.0
30579.0
30759.0
30920.0
31085.0
31246.0
31404.0
31550.0
31704.0
31876.0
32025.0
32160.0
32316.0
32467.0
32624.0
32786.0
32960.0
33098.0
33252.0
33423.0
33581.0
33732.0
33871.0
34005.0
34142.0
34300.0
34440.0
34578.0
34737.0
34898.0
35051.0
35201.0
35344.0
35502.0
35645.0
35808.0
35958.0
36113.0
36261.0
36395.0
36540.0
36704.0
36853.0
36980.0
37122.0
37263.0
37422.0
37560.0
37703.0
37843.0
37999.0
38129.0
38255.0
38414.0
38560.0
38707.0
38849.0
38997.0
39116.0
39245.0
39375.0
39531.0
39671.0
39797.0
39921.0
40043.0
40184.0
40329.0
40453.0
40592.0
40729.0
40852.0
40967.0
41094.0
41240.0
41363.0
41491.0
41617.0
41727.0
41843.0
41973.0
42086.0
42203.0
42330.0
42446.0
42570.0
42704.0
42837.0
42981.0
43077.0
43187.0
43312.0
43420.0
43550.0
43662.0
43783.0
43897.0
43994.0
44138.0
44246.0
44353.0
44448.0
44557.0
44660.0
44772.0
44867.0
44979.0
45087.0
45177.0
45275.0
45376.0
45476.0
45591.0
45697.0
45803.0
45923.0
46040.0
46157.0
46266.0
46367.0
46459.0
46575.0
46690.0
46792.0
46886.0
46993.0
47091.0
47191.0
47272.0
47361.0
47456.0
47558.0
47641.0
47729.0
47819.0
47907.0
48015.0
48095.0
48183.0
48288.0
48381.0
48480.0
48576.0
48677.0
48775.0
48851.0
48946.0
49022.0
49111.0
49199.0
49292.0
49379.0
49460.0
49545.0
49620.0
49694.0
49781.0
49868.0
49943.0
50027.0
50101.0
50180.0
50266.0
50360.0
50430.0
50508.0
50601.0
50686.0
50751.0
50844.0
50927.0
51012.0
51088.0
51149.0
51231.0
51320.0
51404.0
51470.0
51548.0
51617.0
51687.0
51756.0
51807.0
51901.0
51983.0
52062.0
52125.0
52191.0
52261.0
52327.0
52403.0
52468.0
52550.0
52615.0
52685.0
52754.0
52820.0
52898.0
52954.0
53016.0
53080.0
53146.0
53213.0
53273.0
53337.0
53412.0
53469.0
53530.0
53593.0
53669.0
53738.0
53793.0
53846.0
53894.0
53939.0
53994.0
54048.0
54109.0
54160.0
54208.0
54277.0
54325.0
54375.0
54431.0
54481.0
54550.0
54602.0
54660.0
54720.0
54771.0
54822.0
54869.0
54931.0
54974.0
55020.0
55088.0
55143.0
55196.0
55250.0
55312.0
55360.0
55425.0
55474.0
55523.0
55573.0
55626.0
55674.0
55722.0
55789.0
55839.0
55886.0
55937.0
55990.0
56043.0
56096.0
56143.0
56181.0
56226.0
56270.0
56327.0
56380.0
56417.0
56456.0
56518.0
56566.0
56617.0
56658.0
56705.0
56750.0
56804.0
56853.0
56894.0
56934.0
56979.0
57013.0
57055.0
57099.0
57133.0
57175.0
57219.0
57267.0
57315.0
57349.0
57399.0
57437.0
57486.0
57529.0
57563.0
57609.0
57650.0
57683.0
57727.0
57759.0
57794.0
57838.0
57873.0
57902.0
57943.0
57978.0
58021.0
58054.0
58087.0
58132.0
58176.0
58206.0
58237.0
58273.0
58301.0
58340.0
58385.0
58415.0
58456.0
58491.0
58523.0
58553.0
58582.0
58615.0
58644.0
58681.0
58724.0
58756.0
58775.0
58810.0
58843.0
58872.0
58907.0
58934.0
58963.0
58996.0
59025.0
59060.0
59091.0
59120.0
59150.0
59179.0
59206.0
59239.0
59256.0
59281.0
59305.0
59333.0
59367.0
59401.0
59428.0
59453.0
59480.0
59515.0
59541.0
59570.0
59601.0
59626.0
59664.0
59684.0
59710.0
59744.0
59775.0
59793.0
59827.0
59848.0
59866.0
59895.0
59919.0
59940.0
59968.0
59993.0
60017.0
60034.0
60061.0
60090.0
60116.0
60144.0
60167.0
60189.0
60207.0
60241.0
60267.0
60291.0
60311.0
60338.0
60364.0
60381.0
60405.0
60424.0
60447.0
60469.0
60498.0
60513.0
60534.0
60558.0
60584.0
60605.0
60630.0
60651.0
60676.0
60704.0
60724.0
60739.0
60760.0
60780.0
60804.0
60825.0
60852.0
60868.0
60893.0
60907.0
60929.0
60956.0
60977.0
61004.0
61024.0
61051.0
61070.0
61085.0
61105.0
61121.0
61144.0
61163.0
61182.0
61200.0
61217.0
61234.0
61250.0
61266.0
61284.0
61297.0
61312.0
61336.0
61347.0
61359.0
61371.0
61387.0
61403.0
61414.0
61425.0
61436.0
61452.0
61465.0
61476.0
61499.0
61513.0
61537.0
61560.0
61586.0
61598.0
61613.0
61630.0
61644.0
61665.0
61674.0
61694.0
61706.0
61729.0
61743.0
61757.0
61776.0
61788.0
61804.0
61812.0
61823.0
61837.0
61845.0
61861.0
61877.0
61886.0
61901.0
61916.0
61934.0
61952.0
61964.0
61987.0
61997.0
62005.0
62020.0
62028.0
62047.0
62061.0
62076.0
62089.0
62101.0
62113.0
62124.0
62135.0
62141.0
62161.0
62176.0
62190.0
62201.0
62214.0
62230.0
62252.0
62262.0
62271.0
62282.0
62289.0
62307.0
62322.0
62328.0
62341.0
62353.0
62372.0
62382.0
62389.0
62400.0
62407.0
62420.0
62435.0
62447.0
62458.0
62473.0
62481.0
62492.0
62496.0
62505.0
62515.0
62526.0
62540.0
62549.0
62556.0
62567.0
62576.0
62589.0
62604.0
62611.0
62620.0
62629.0
62640.0
62652.0
62661.0
62667.0
62677.0
62688.0
62699.0
62705.0
62721.0
62734.0
62748.0
62754.0
62757.0
62767.0
62781.0
62793.0
62803.0
62813.0
62824.0
62831.0
62836.0
62844.0
62851.0
62862.0
62870.0
62880.0
62887.0
62898.0
62905.0
62912.0
62921.0
62930.0
62941.0
62952.0
62961.0
62972.0
62977.0
62982.0
62991.0
62999.0
63004.0
63007.0
63023.0
63028.0
63033.0
63046.0
63053.0
63064.0
63069.0
63074.0
63083.0
63087.0
63095.0
63106.0
63113.0
63124.0
63128.0
63130.0
63134.0
63145.0
63149.0
63155.0
63161.0
63166.0
63168.0
63171.0
63174.0
63182.0
63191.0
63197.0
63204.0
63207.0
63210.0
63217.0
