sim,eps,N_samp,α,i0,f,f_u,f_d,v,ψ,w,γ,p,r_s,r_i,α_m,mu,m,tempo
100,0.001,100000,2.1,0.01,0,0,0,0,0.8,0.8,0.1,0.8,0.0,0.0,0.7,0.01,2,2365139 milliseconds
