sim,eps,N_samp,α,i0,f,v,ψ,w,γ,p,r_s,r_i,α_m,mu,m,tempo
100,0.001,100000,2.1,0.01,0.0,0.0,0.8,0.0,0.1,0.0,0.8,0.1,0.5,0.01,2,68210986 milliseconds
